BearID,year,sex,birth,age,reprostatus.represent,C13.suess,N15,weight,headcirc,Cmonth
W9608,1995,M,1995,1,WithMother,-23.86,3.79,24,40,4
W9609,1995,M,1995,1,WithMother,-23.72,3.87,23,40,4
W9609,1997,M,1995,3,SolitaryM,-22.966,4.35,73,56,4
W9610,1995,M,1995,1,WithMother,-23.7,3.99,26,42,4
W9610,1997,M,1995,3,SolitaryM,-23.036,4.04,71,56,4
W9611,1996,M,1995,2,SolitaryM,-23.108,4.57,33,44,4
W9611,1997,M,1995,3,SolitaryM,-22.966,4.16,61,52,4
W9611,1998,M,1995,4,SolitaryM,-23.004,5.12,NA,61,8
W9612,1995,M,1995,1,WithMother,-23.27,4.8,28,43,4
W9612,1996,M,1995,2,SolitaryM,-22.858,4.43,49.5,50,4
W9612,1997,M,1995,3,SolitaryM,-23.126,4.75,81,59,4
W9612,1998,M,1995,4,SolitaryM,-23.234,5.55,135,67,4
W9613,1995,F,1995,1,WithMother,-23.48,4.44,26,43,4
W9614,1995,M,1995,1,WithMother,-22.98,4.83,25,40,4
W9614,1997,M,1995,3,SolitaryM,-23.006,4.51,71,53,4
W9615,1995,F,1995,1,WithMother,-23.06,4.48,21,39.5,4
W9615,2002,F,1995,8,WithCubs,-22.696,4.35,92,58,4
W9615,2004,F,1995,10,WithCubs,-23.112,3.88,95,62,4
W9615,2006,F,1995,12,WithCubs,-23.158,4.95,106,63,4
W9615,2008,F,1995,14,WithCubs,-22.964,4.36,105,63,4
W9615,2010,F,1995,16,WithCubs,-22.37,4.61,90,58,4
W9701,1996,M,1996,1,WithMother,-23.528,4.77,35.5,39,4
W9702,1996,M,1996,1,WithMother,-23.538,4.88,35,40,4
W9703,1996,F,1996,1,WithMother,-22.718,5.85,37,43,4
W9704,1996,M,1996,1,WithMother,-23.138,5.66,43,45,4
W9705,1996,M,1996,1,WithMother,-22.958,5.52,34,43.5,4
W9801,1997,M,1997,1,WithMother,-23.366,4.63,25.5,41,4
W9802,1997,M,1983,15,SolitaryM,-23.266,6.38,172,74,4
W9803,1997,F,1997,1,WithMother,-22.986,5.23,28,43,4
W9804,1997,F,1997,1,WithMother,-23.276,4.81,27,43,4
W9804,2000,F,1997,4,SolitaryF,-22.75,4.3,71,54.5,4
W9804,2002,F,1997,6,WithCubs,-22.876,4.13,64,56,4
W9805,1997,F,1997,1,WithMother,-23.326,4.8,25,40,4
W9806,1997,F,1996,2,NA,-22.786,4.43,43,47,4
W9806,1998,F,1996,3,SolitaryF,-22.734,4.54,62,54,4
W9806,1999,F,1996,4,SolitaryF,-22.652,4.86,NA,58,4
W9806,2004,F,1996,9,WithCubs,-23.222,4.29,94,64,4
W9806,2006,F,1996,11,WithCubs,-23.318,4.63,91,64,4
W9807,1998,M,1988,11,SolitaryM,-23.234,7.37,178,74,4
W9807,2002,M,1988,15,SolitaryM,-22.816,4.17,NA,NA,13
W9808,1997,F,1997,1,WithMother,-23.336,4.51,24,42,4
W9808,2000,F,1997,4,NA,-22.9,4.3,NA,NA,13
W9809,1997,M,1997,1,WithMother,-23.276,4.38,25,43,4
W9811,1997,M,1985,13,SolitaryM,-23.116,5.99,180,73,4
W9811,1998,M,1985,14,SolitaryM,-23.114,4.53,175,76,4
W9811,2001,M,1985,17,SolitaryM,-23.358,5.45,184,73,4
W9812,1997,F,1997,1,WithMother,-23.216,4.94,20,42,4
W9812,1997,F,1997,1,WithMother,-22.666,4.6,20,42,4
W9812,1999,F,1997,3,SolitaryF,-22.712,5.34,63,55,6
W9813,1997,M,1997,1,WithMother,-22.786,5.29,29,44,4
W9814,1997,F,1997,1,WithMother,-22.806,5.3,23,42,4
W9814,2000,F,1997,4,SolitaryF,-22.91,4.57,67,54,4
W9814,2003,F,1997,7,WithCubs,-22.964,3.84,87,61,4
W9814,2006,F,1997,10,WithCubs,-22.858,4.17,85,62,4
W9814,2009,F,1997,13,WithCubs,-23.162,4.16,86,63,4
W9814,2011,F,1997,15,SolitaryF,-22.848,5.55,86,62,5
W9901,1998,M,1993,6,SolitaryM,-22.984,5.84,149,68.5,4
W9902,1998,F,1998,1,WithMother,-22.984,5.94,45,46,4
W9903,1998,F,1997,2,NA,-23.034,3.73,44,48,4
W9903,2001,F,1997,5,NA,-22.808,3.86,75,57,6
W9903,2004,F,1997,8,WithCubs,-22.732,4.01,75,60,4
W9903,2007,F,1997,11,WithCubs,-22.796,4.07,71,61,4
W9903,2009,F,1997,13,WithCubs,-22.812,4.27,78,63,4
W9904,1998,F,1994,5,WithCubs,-22.184,5.21,111,60,4
W9905,1998,F,1998,1,WithMother,-21.804,7.33,26,41,4
W9907,1998,M,1998,1,WithMother,-22.594,4.86,29,42,4
W9907,1999,M,1998,2,NA,-22.492,4.76,55,47,4
W9908,1998,F,1998,1,WithMother,-22.884,4.69,23,41.5,4
W9908,1999,F,1998,2,SolitaryF,-22.622,4.46,51,49,6
W9909,2002,F,1989,14,WithCubs,-23.016,3.86,78,66,4
W9909,2005,F,1989,17,WithCubs,-23.41,4.75,109,65,4
W9910,1998,F,1998,1,WithMother,-22.954,5,27,50,6
W9911,1998,F,1998,1,WithMother,-23.104,4.92,22.5,38,4
W9912,1998,F,1998,1,WithMother,-22.994,4.79,21,39,4
W9913,1998,F,1998,1,WithMother,-23.084,4.34,23,40,4
W9913,2001,F,1998,4,SolitaryF,-22.668,4.47,90,57,4
W9913,2003,F,1998,6,WithCubs,-23.004,3.67,101,60,4
W9913,2005,F,1998,8,WithCubs,-23.33,3.99,99,62,5
W9914,1998,F,1998,1,WithMother,-22.934,4.67,22,41,4
W9914,2001,F,1998,4,SolitaryF,-22.608,4.37,79,56,4
W9914,2005,F,1998,8,WithCubs,-22.8,4.51,94,63,5
W9914,2008,F,1998,11,WithCubs,-23.024,4.43,95,63,4
W9914,2012,F,1998,15,WithCubs,-23.476,4.58,98,61,4
W9915,1998,M,1998,1,WithMother,-23.014,4.31,26,42,4
W9916,1998,M,1994,5,SolitaryM,-23.244,5.26,140,62,4
W9916,2001,M,1994,8,SolitaryM,-23.168,5.06,148,66,4
W9916,2002,M,1994,9,SolitaryM,-22.936,4.87,140,67,6
W9917,1998,M,1995,4,SolitaryM,-23.004,4.85,NA,63,8
W9918,1998,M,1998,1,WithMother,-22.844,5.1,26,41,4
W9918,1999,M,1998,2,SolitaryM,-22.882,5,54,48,4
W9918,2000,M,1998,3,SolitaryM,-23.23,5.13,75,57,4
W9918,2001,M,1998,4,SolitaryM,-22.558,5.66,99,60,4
W9919,1998,F,1998,1,WithMother,-22.894,5.26,22,40,4
W9920,1998,M,1998,1,WithMother,-22.894,5.07,23,40,4
W9920,1999,M,1998,2,SolitaryM,-23.322,5.16,46,45,4
W9921,1998,M,1991,8,SolitaryM,-23.134,5.98,156,70,4
W9921,1999,M,1991,9,SolitaryM,-23.172,6.14,194,72,4
W9921,1999,M,1991,9,SolitaryM,-23.242,4.93,194,72,4
W0217,2013,F,2001,12,WithCubs,-23.294,4.55,82.5,59,4
W0517,2013,F,2005,12,WithCubs,-23.224,4.15,76,55,4
W0605,2013,F,2005,8,WithCubs,-23.114,4.51,89,58,4
W0620,2013,F,2005,8,WithCubs,-23.294,4.72,94,59,4
W0623,2013,F,2006,8,WithCubs,-23.394,3.34,79,58,4
W0706,2013,F,2001,7,WithCubs,-22.964,4.42,73,57,4
W0716,2013,F,2000,12,WithCubs,-23.584,4.2,87.5,57,4
W0720,2013,M,2012,13,WithCubs,-23.094,4.27,60,55,4
W1301,2013,M,2012,1,WithMother,-23.544,4.91,56,51,4
W1302,2013,M,2012,1,WithMother,-23.574,4.88,51.5,49,4
W1307,2013,M,2012,1,WithMother,-23.754,4.69,31.5,43,4
W1308,2013,F,2013,1,WithMother,-23.694,4.63,39,45,4
W1401,2013,M,2013,0,WithMother,-23.664,4.61,14.5,37,4
W1402,2013,M,2013,0,WithMother,-23.644,4.73,17,40,4
W1403,2013,M,2013,0,WithMother,-23.424,4.9,18,41.5,4
W1404,2013,F,2013,0,WithMother,-23.424,4.95,16,42,4
W1405,2013,M,2013,0,WithMother,-23.354,5.58,15,39,4
W1406,2013,F,2013,0,WithMother,-23.404,5.51,15.5,38.5,4
W1407,2013,F,2013,0,WithMother,-23.684,5.14,22,39,4
W1408,2013,M,2013,0,WithMother,-23.714,5.73,25,41.5,4
W1409,2013,F,2013,0,WithMother,-23.834,5.5,27,42,4
W1410,2013,F,2013,0,WithMother,-23.224,5.03,20,40,4
W1411,2013,M,2013,0,WithMother,-23.464,5.16,24,41,4
W1412,2013,M,2013,0,WithMother,-23.784,4.3,22,41,4
W1413,2013,M,2013,0,WithMother,-23.504,5.11,16,38,4
W1414,2013,F,2013,0,WithMother,-23.444,4.86,19,39,4
W1415,2013,F,1997,0,WithMother,-23.824,5.23,17.2,40,5
W9903,2013,F,2005,16,WithCubs,-23.134,3.97,82,59,4
W0605,2016,F,2005,11,WithCubs,-23.148,4.23,86,60,4
W0621,2016,F,2000,11,WithCubs,-22.768,3.67,82.8,59,5
W0720,2016,F,2009,16,WithCubs,-23.408,4.13,71.4,59,4
W1011,2016,F,2011,7,WithCubs,-22.808,3.96,NA,57,5
W1205,2016,F,NA,5,WithCubs,-23.718,4.28,83,57,4
W1418,2016,F,NA,NA,WithCubs,-23.248,3.89,96.8,60,4
W1508,2016,F,2016,NA,WithCubs,-23.838,4.6,82,58,5
W1701,2016,F,2012,0,WithMother,-23.628,4.94,17.5,38,4
W1304,2013,F,2017,1,SolitaryF,-23.744,4.75,33,42,2
W1815,2018,F,2016,1,SolitaryF,-22.824,4.12,32,42,4
W1702,2016,F,2016,0,WithMother,-23.348,5.02,22,40,4
W1702,2018,F,2019,2,SolitaryF,-22.624,4.48,53,44,4
W2012,2020,M,2016,1,SolitaryF,-22.83,3.45,28.5,44,5
W1704,2016,F,2014,0,WithMother,-23.298,5.15,24,40,4
W1509,2016,F,2018,2,SolitaryF,-23.518,4.03,39.5,45,3
W1911,2019,M,2016,1,SolitaryF,-23.322,4.14,40,45,4
W1705,2016,F,2016,0,WithMother,-23.018,4.32,22,40,4
W1707,2016,F,2018,0,WithMother,-23.428,4.87,20.5,40,4
W1909,2020,F,2019,2,SolitaryF,-22.97,3.8,43.2,46,4
W2026,2020,F,2015,1,SolitaryF,-22.76,3.72,34.4,46,5
W1608,2016,F,2019,1,SolitaryF,-22.268,3.51,42.4,47,2
W2025,2020,F,2016,1,SolitaryF,-22.98,3.76,35.4,47,5
W1708,2016,F,2016,0,WithMother,-23.628,5.17,17.5,41,5
W1709,2016,F,2012,0,WithMother,-23.428,4.73,21,39,5
W1303,2013,F,2016,1,SolitaryF,-23.854,4.88,43,48,2
W1708,2017,F,2017,1,SolitaryF,-23.796,4.4,39.8,48,5
W1803,2019,F,2017,2,SolitaryF,-23.882,4.31,53,48,4
W1815,2019,F,2016,2,SolitaryF,-23.062,3.91,42,48,4
W1710,2016,F,2016,0,WithMother,-23.098,4.45,16.5,36,5
W1711,2016,F,2012,0,WithMother,-23.198,4.25,19,37,5
W1305,2013,F,2016,1,SolitaryF,-23.814,4.31,49,48.5,2
W1712,2016,F,2017,0,WithMother,-23.188,4.06,15,38,5
W1821,2019,F,2015,2,SolitaryF,-23.062,3.52,48.4,49.5,5
W1608,2017,F,2016,2,SolitaryF,-20.506,4.6,52,50,5
W1701,2018,F,2016,2,SolitaryF,-23.764,5.08,46,50,4
W1704,2018,F,2017,2,SolitaryF,-22.744,3.77,51.4,50,4
W1806,2020,F,2016,3,SolitaryF,-23.07,4.22,60,50,4
W1713,2016,F,2010,0,WithMother,-23.318,3.9,18,36,5
W1110,2013,F,2012,3,SolitaryF,-23.184,4.28,57.5,51,4
W1304,2016,F,2016,4,SolitaryF,-23.118,4.32,60.6,51,4
W1702,2019,F,2016,3,SolitaryF,-22.712,4.36,56.2,51,4
W1709,2019,F,2017,3,SolitaryF,-23.282,4.61,59,51,4
W1815,2020,F,2017,3,SolitaryF,-23.28,4.73,63,51,4
W1823,2019,F,2018,2,SolitaryF,-23.052,3.12,50,51,5
W1911,2020,F,2016,2,SolitaryF,-23.15,4.69,50,51,4
W1704,2019,F,2010,3,SolitaryF,-22.612,3.85,60,51.5,4
W1105,2013,F,2011,3,SolitaryF,-23.034,4.78,61,52,4
W1205,2013,F,2013,2,SolitaryF,-23.174,4.35,59,52,4
W1401,2016,F,2014,3,SolitaryF,-23.328,3.95,58.5,52,4
W1512,2016,F,2011,2,SolitaryF,-23.338,4.16,55,52,4
W1206,2013,F,2012,2,SolitaryF,-23.174,4.45,63,53,4
W1304,2018,F,2016,6,SolitaryF,-22.884,4.13,70,53,5
W1701,2019,M,2016,3,SolitaryF,-23.522,5.16,78,53,4
W1714,2016,F,2015,0,WithMother,-23.348,4.04,17.5,40,5
W1608,2018,F,2015,3,SolitaryF,-21.684,4.17,65,53.5,5
W1901,2018,F,2009,NA,NA,-22.544,4.17,66,54,4
W1011,2013,F,2014,4,SolitaryF,-23.014,4.84,71,54,4
W1512,2018,F,2016,4,SolitaryF,-22.924,4.13,NA,54,4
W1707,2019,F,2017,3,SolitaryF,-22.792,4.15,66.2,54,4
W1803,2020,F,2017,3,SolitaryF,-23.9,4.9,60,54,4
W1813,2020,F,1993,3,SolitaryF,-22.85,3.81,60,54,4
W9403,2016,F,2014,23,WithCubs,-23.018,4.25,90,59,4
W1502,2018,F,2014,4,NA,-22.554,5.15,66,55,5
W2016,2019,F,2016,5,NA,-21.882,4.65,68.8,55,4
W2103,2020,F,2017,4,NA,-22.98,4.12,80,55,4
W2113,2020,F,2009,3,NA,-22.83,3.99,70,55,4
W1017,2013,F,2016,4,SolitaryF,-23.344,4.61,75,55,4
W1708,2018,F,2016,2,SolitaryF,-23.084,4.66,63,55,4
W1709,2020,F,2017,4,SolitaryF,-22.94,4.66,86,55,4
W1819,2020,F,2001,3,SolitaryF,-23.51,4.18,74,55,5
W0219,2017,F,2005,16,WithCubs,-23.826,3.62,96.4,62,5
W0623,2017,F,2015,12,WithCubs,-23.376,3.17,88.4,61,5
W1604,2018,F,2005,3,SolitaryF,-22.564,4.47,71.4,55.5,4
W0610,2013,F,2014,8,SolitaryF,-23.004,4.49,74,56,4
W1509,2017,F,2014,3,SolitaryF,-23.356,3.89,69.8,56,4
W1509,2018,F,2016,4,SolitaryF,-23.124,4.54,72,56,4
W1702,2020,F,2016,4,SolitaryF,-23.07,4.67,68,56,4
W1707,2020,F,2016,4,SolitaryF,-22.96,4.48,67.6,56,5
W1708,2019,F,NA,3,SolitaryF,-23.222,4.51,75,56,4
W1914,2019,F,NA,NA,SolitaryF,-22.392,4.71,77.5,56,4
W1914,2020,F,2016,NA,SolitaryF,-23.35,5.08,89,56,5
W2019,2020,F,2007,4,SolitaryF,-23.6,4.45,NA,56,5
W0806,2013,F,2012,6,SolitaryF,-23.244,4.16,75,56.5,4
W1502,2019,F,2012,5,NA,-23.052,5.94,NA,57,5
W2024,2019,F,2016,7,NA,-22.812,5.24,88,57,5
W1701,2020,F,2016,4,SolitaryF,-23.7,5.69,102.5,57,4
W1708,2020,F,NA,4,SolitaryF,-23.27,4.9,NA,57,4
W1901,2019,F,NA,NA,SolitaryF,-22.632,4.44,71,57,4
W2030,2020,F,2006,NA,SolitaryF,-22.99,4.08,69,57,5
W0706,2017,F,2000,11,WithCubs,-23.356,3.68,87,61,5
W0720,2017,F,2009,17,WithCubs,-23.056,4.26,87.4,63,4
W1017,2017,F,2008,8,WithCubs,-23.646,4.06,90,59.5,5
W1203,2017,F,2012,9,WithCubs,-19.296,4.47,85.8,58,5
W1310,2017,F,2016,5,WithCubs,-22.986,4.54,87.6,60,5
W2019,2019,F,2012,3,NA,-23.662,4.2,79,57.5,4
W1311,2017,F,2009,5,WithCubs,-23.226,3.56,73,58,5
W1417,2013,F,2015,NA,NA,-23.324,4.65,77,58,6
W1614,2019,F,2015,4,NA,-23.512,3.78,82,58,5
W2115,2020,F,2007,NA,NA,-22.91,4.03,NA,58,5
W0818,2013,F,2011,6,SolitaryF,-23.314,4.13,75,58,6
W1209,2018,F,2014,7,SolitaryF,-23.774,4.49,83.4,58,5
W1512,2017,F,NA,3,SolitaryF,-22.816,4.19,72,58,4
W1417,2017,F,NA,NA,WithCubs,-22.976,3.51,76,60,5
W1418,2017,F,NA,NA,WithCubs,-23.046,3.94,95,61,5
W1505,2017,F,2016,NA,WithCubs,-22.786,4.07,111,64,4
W1702,2017,M,2016,1,WithMother,-23.386,4.22,43,49,5
W1703,2017,F,2016,1,WithMother,-23.596,4.09,55.5,55,5
W1704,2017,M,2016,1,WithMother,-22.996,3.99,46,48,5
W1705,2017,M,2016,1,WithMother,-23.126,3.93,45.8,50,5
W1706,2017,F,2016,1,WithMother,-23.226,3.96,46.5,52,4
W1707,2017,F,2007,1,WithMother,-23.006,3.95,39.2,47,4
W0825,2013,F,2010,6,SolitaryF,-23.604,4.35,75,59,4
W1110,2016,F,2008,6,SolitaryF,-22.958,4.2,87.4,59,4
W1203,2013,F,2012,5,SolitaryF,-23.234,4.2,67,59,6
W1311,2018,M,2017,6,SolitaryF,-23.194,5.15,71.6,59,5
W1802,2017,F,2017,0,WithMother,-23.846,5.01,22.8,43,4
W1803,2017,F,2017,0,WithMother,-23.956,5.05,24.8,41,4
W1805,2017,F,2017,0,WithMother,-23.286,4.46,NA,NA,5
W1806,2017,M,2017,0,WithMother,-20.506,4.6,17,39.5,5
W1807,2017,F,2017,0,WithMother,-20.186,4.4,15.4,38,5
W1808,2017,M,2017,0,WithMother,-22.926,3.76,13.6,34,5
W1809,2017,F,2017,0,WithMother,-22.826,3.57,16.5,39,5
W1810,2017,M,2017,0,WithMother,-23.046,3.62,14,38,5
W1811,2017,M,2017,0,WithMother,-23.156,3.67,15.2,36,5
W1812,2017,F,2017,0,WithMother,-23.056,4.03,21,40,5
W1813,2017,F,2011,0,WithMother,-23.056,3.96,22,40,5
W1209,2017,M,2017,6,SolitaryF,-23.476,4.64,77,59.5,4
W1814,2017,F,2000,0,WithMother,-23.286,4.66,21.6,40.5,5
W0425,2013,F,2007,13,SolitaryF,-23.284,4.48,99,60,4
W0818,2016,F,2017,9,SolitaryF,-22.968,4.11,88,60,4
W1815,2017,M,2017,0,WithMother,-23.456,4.93,19.4,39,5
W1816,2017,F,2017,0,WithMother,-23.476,4.05,25,42,5
W1817,2017,M,2017,0,WithMother,-23.476,4.02,21,40,5
W1818,2017,F,2017,0,WithMother,-23.616,3.38,21,39.5,5
W1819,2017,M,2017,0,WithMother,-23.456,3.4,19,40.5,5
W1820,2017,F,2005,0,WithMother,-23.626,4.16,25,41,5
W0605,2020,F,2017,15,SolitaryF,-23.16,5.36,104,60.5,4
W1821,2017,F,2012,0,WithMother,-23.466,3.73,24,45,5
W1310,2018,M,2017,6,SolitaryF,-18.984,4.67,82,61,5
W1822,2017,F,2017,0,WithMother,-23.406,3.54,26,46,5
W1823,2017,F,1993,0,WithMother,-23.476,3.29,19,39,5
W9403,2017,F,2000,24,WithCubs,-23.156,4.3,108.4,64,5
W0104,2018,F,2005,18,WithCubs,-22.514,4.21,103.2,62,4
W0605,2018,F,NA,13,WithCubs,-22.454,4.27,82,58.5,5
W1913,2019,F,NA,NA,SolitaryF,-22.722,4.37,98,61.5,5
W1418,2013,F,2005,NA,NA,-23.784,4.52,86,62,6
W0623,2018,F,2006,13,WithCubs,-22.624,4.07,95.6,62,5
W0706,2018,F,2009,12,WithCubs,-22.734,4.11,NA,62,5
W1011,2018,F,2008,9,WithCubs,-23.494,4.36,92.8,60.5,5
W1203,2018,F,NA,10,WithCubs,-22.674,3.69,NA,63,5
W1903,2018,F,NA,NA,NA,-22.164,4.28,100,63,4
W1913,2018,F,2001,NA,NA,-22.954,3.58,105,63,5
W0716,2016,F,2011,15,SolitaryF,-23.248,4.36,123,63,4
W1205,2018,F,NA,7,WithCubs,-23.174,4.64,94.4,60,5
W1417,2018,M,2017,NA,WithCubs,-22.774,4.35,NA,61,5
W1804,2018,F,2017,1,WithMother,-22.864,4.24,58,50,4
W1805,2018,F,NA,1,WithMother,-22.674,4.39,35,47.2,4
W1903,2019,F,2017,NA,SolitaryF,-22.922,4.24,107,68,4
W1817,2019,F,NA,2,SolitaryF,-23.902,4.82,41,NA,5
W1913,2020,M,2017,NA,SolitaryF,-23.06,4.21,NA,NA,5
W1905,2018,M,2018,1,WithMother,-22.784,4.5,46,49,4
W1906,2018,F,2018,0,WithMother,-22.534,4.63,28,38.5,5
W1907,2018,F,2018,0,WithMother,-22.904,4.55,23,41.5,5
W1909,2018,M,2018,0,WithMother,-23.154,4.09,16.5,39,5
W1910,2018,F,2018,0,WithMother,-22.554,4.69,19.5,36,5
W1911,2018,F,2005,0,WithMother,-23.134,5.33,26,40,5
W0605,2019,F,2008,14,WithCubs,-22.542,4.53,82.5,59,4
W1203,2019,F,2011,11,WithCubs,-22.752,4.08,105,61,4
W1205,2019,F,2012,8,WithCubs,-23.062,5.3,100,59,4
W1304,2019,F,2012,7,WithCubs,-23.022,4.01,66,53,4
W1310,2019,F,2012,7,WithCubs,-22.822,4.6,97.4,60,5
W1311,2019,F,2009,7,WithCubs,-22.572,4.68,74,58,5
W1319,2019,F,NA,10,WithCubs,-22.862,3.63,80,57,4
W1417,2019,F,NA,NA,WithCubs,-22.772,3.92,78,57.5,5
W1418,2019,F,NA,NA,WithCubs,-23.142,6,96.5,59,4
W1505,2019,F,2015,NA,WithCubs,-23.542,4.68,102,58,4
W1609,2019,M,2018,4,WithCubs,-22.992,3.91,90,59,5
W1906,2019,F,2018,1,WithMother,-22.802,4.96,46,47.5,4
W1907,2019,M,2019,1,WithMother,-22.622,4.5,43,50,4
W2004,2019,F,2019,0,WithMother,-23.592,4.62,23,45.5,4
W2005,2019,M,2019,0,WithMother,-23.442,4.9,21,39,4
W2006,2019,M,2019,0,WithMother,-22.902,4.49,18.5,42,4
W2007,2019,M,2019,0,WithMother,-23.052,4.81,22,42,4
W2009,2019,F,2018,0,WithMother,-23.712,4.03,11.5,37,4
W2010,2019,F,2019,1,WithMother,-22.512,4.58,50,48,4
W2012,2019,M,2019,0,WithMother,-22.852,4.23,19.5,38,4
W2013,2019,F,2019,0,WithMother,-22.922,3.72,13,39,4
W2014,2019,F,2019,0,WithMother,-23.002,3.93,18,35,4
W2015,2019,M,2019,0,WithMother,-22.912,4.07,17,37,4
W2017,2019,M,2019,0,WithMother,-23.962,4.71,20.5,42,4
W2018,2019,M,2019,0,WithMother,-22.442,3.45,20.5,38.5,4
W2022,2019,M,2019,0,WithMother,-22.972,4.31,23.6,42,5
W2022,2019,M,2019,0,WithMother,-22.972,4.31,23.6,42,5
W2023,2019,F,2019,0,WithMother,-23.282,4.31,22,43,5
W2025,2019,M,2019,0,WithMother,-23.162,4.64,22.5,41,5
W2018,2020,F,2019,1,SolitaryM,-23.37,3.89,28,44,4
W2026,2019,M,2012,0,WithMother,-22.812,4.92,21,39,5
W1317,2013,M,2019,1,SolitaryM,-23.294,4.06,40,45,2
W2007,2020,F,2008,1,SolitaryM,-23.11,4.37,38,45,5
W1203,2020,F,2009,12,WithCubs,-23.12,4.17,NA,59,5
W1319,2020,M,2015,11,WithCubs,-23.06,4.3,NA,NA,4
W1610,2016,F,2014,1,SolitaryM,-23.248,4.01,45,46,3
W1509,2020,M,2012,6,WithCubs,-23.21,4.38,61.2,54,5
W1316,2013,M,2019,1,SolitaryM,-23.454,3.79,42,46.5,2
W2004,2020,M,2019,1,SolitaryM,-23.28,4.42,35,47,4
W2013,2020,M,2015,1,WithMother,-23.4,4.11,34,44,5
W1601,2016,F,2019,1,SolitaryM,-22.998,3.68,48,49,2
W2014,2020,F,2019,1,WithMother,-23.29,4.48,35.4,44,4
W2015,2020,F,2014,1,WithMother,-22.77,3.26,31.5,44.5,5
W2106,2020,F,2020,6,WithCubs,-23.71,4.27,89,58,4
W2110,2020,M,2018,0,WithMother,-23.51,4.91,24.4,42,4
W2028,2019,M,2020,1,SolitaryM,-23.132,3.71,65,51,5
W2111,2020,M,2011,0,WithMother,-23.51,4.64,21.8,42,4
W1204,2013,F,2020,2,SolitaryM,-23.394,3.87,55,52,4
W2116,2020,M,2018,0,WithMother,-23.17,5.03,18,37.5,5
W2021,2019,M,2018,1,SolitaryM,-22.722,5.28,59,53,5
W2104,2020,M,2013,2,SolitaryM,-23.49,4.5,63,53,4
W1404,2016,F,2019,3,SolitaryM,-23.158,4.61,58,54,4
W2118,2020,M,NA,1,WithMother,-22.91,3.38,33,45.5,5
W1801,2017,M,NA,NA,SolitaryM,-23.316,5.14,69,56,4
W2008,2019,M,2016,NA,SolitaryM,-23.152,4.89,96,57,4
W2029,2019,M,2008,3,SolitaryM,-22.872,4.12,91,58,5
W1312,2013,M,NA,5,SolitaryM,-23.374,6.17,98,60,4
W1912,2018,M,2017,NA,SolitaryM,-23.194,3.96,96,61,5
W2003,2019,M,NA,2,SolitaryM,-23.552,4.45,108,62,4
W1908,2018,M,2015,NA,SolitaryM,-23.134,4.03,116,63,5
W2002,2019,M,2008,4,SolitaryM,-23.182,4.36,109,63.5,4
W1210,2013,M,2016,5,SolitaryM,-23.084,4.96,103,64,4
W2020,2019,M,NA,3,SolitaryM,-23.372,4.47,140,65,4
W1908,2019,M,NA,NA,SolitaryM,-21.172,5,NA,66,4
W1908,2020,M,2011,NA,SolitaryM,-23.09,5.26,NA,66,5
W1204,2016,M,2009,5,SolitaryM,-23.878,5.2,153.8,67,4
W1314,2013,M,2008,4,SolitaryM,-23.994,4.88,117,67,4
W0908,2013,M,NA,5,SolitaryM,-23.534,5.1,154,69,4
W1902,2018,M,NA,NA,SolitaryM,-23.244,4.02,150,69,4
W1904,2018,M,2002,NA,SolitaryM,-23.504,5.6,146,70,4
W0719,2013,M,2008,11,SolitaryM,-23.514,6.53,NA,71,4
W0910,2013,M,2000,5,SolitaryM,-23.684,5.74,186,71,4
W1211,2013,M,2014,13,SolitaryM,-23.714,6.52,162,71,4
W2108,2020,M,NA,6,SolitaryM,-23.62,4.92,160,71,4
W2027,2019,M,NA,NA,SolitaryM,-22.332,5.87,NA,72,5
W1902,2019,M,2003,NA,SolitaryM,-23.292,5.39,180,73,4
W0625,2013,M,NA,10,SolitaryM,-23.384,5.48,203,75,4
W1416,2013,M,2007,NA,SolitaryM,-23.994,6.42,177,78,6
W2102,2020,M,NA,13,SolitaryM,-23.48,6.59,236,78,4
W1416,2016,M,2002,NA,SolitaryM,-23.558,5.98,240.8,80,4
W2105,2020,,NA,18,SolitaryM,-23.62,8.69,320,84,4
