BearID,year.represent,sex,birth,age,reprostatus.represent,C13,N15,weight,headcirc,Cmonth,Prop_Ants,Prop_Moose,Prop_BilBerry
W9208,1995,F,1991,5,SolitaryF,-22.02,4.58,101,61.5,4,0.033,0.028,0.495
W9306,1995,F,1992,4,SolitaryF,-22.18,4.36,90,58,7,0.033,0.028,0.495
W9307,1995,F,1992,4,SolitaryF,-22.39,4.47,70,55,4,0.033,0.028,0.495
W9308,1995,F,1988,8,SolitaryF,-22.15,5.17,109,63,7,0.033,0.028,0.495
W9310,1995,F,1992,4,SolitaryF,-22.39,4.68,85,59,4,0.033,0.028,0.495
W9403,1995,F,1993,3,SolitaryF,-22.69,3.96,52,50,4,0.033,0.028,0.495
W9404,1995,F,1993,3,SolitaryF,-22.23,3.73,68,53,4,0.033,0.028,0.495
W9503,1995,F,1994,2,SolitaryF,NA,NA,42,47.5,4,0.033,0.028,0.495
W9504,1995,F,1994,2,SolitaryF,-22.36,4.52,35,46.5,5,0.033,0.028,0.495
W9507,1995,F,1994,2,SolitaryF,-22.76,3.64,28,42,4,0.033,0.028,0.495
W9511,1995,F,1985,11,SolitaryF,-22.06,4.23,99,62,7,0.033,0.028,0.495
W8808,1996,F,1981,16,SolitaryF,-22.34,4.19,111,62,7,0.049,0.043,0.489
W8905,1996,F,1987,10,SolitaryF,-22.44,4.98,90,58,6,0.049,0.043,0.489
W9101,1996,F,1990,7,SolitaryF,-22.38,4.66,80,55,4,0.049,0.043,0.489
W9307,1996,F,1992,5,SolitaryF,-22.7,4.79,63,57,4,0.049,0.043,0.489
W9402,1996,F,1993,4,SolitaryF,-22.35,5.73,79,55,7,0.049,0.043,0.489
W9403,1996,F,1993,4,SolitaryF,-22.14,4.55,77,54,4,0.049,0.043,0.489
W9404,1996,F,1993,4,SolitaryF,-22.45,4.23,83.5,56,6,0.049,0.043,0.489
W9504,1996,F,1994,3,SolitaryF,-22.38,4.8,76,NA,6,0.049,0.043,0.489
W9507,1996,F,1994,3,SolitaryF,-22.3,4.36,43,44,4,0.049,0.043,0.489
W9601,1996,F,1995,2,SolitaryF,-22.21,5.13,41,46,4,0.049,0.043,0.489
W9602,1996,F,1995,2,SolitaryF,-21.86,5.12,45,45,4,0.049,0.043,0.489
W9502,1997,F,1994,4,SolitaryF,NA,NA,90,60,4,0.058,0.055,0.503
W9503,1997,F,1994,4,SolitaryF,NA,NA,90,59,4,0.058,0.055,0.503
W9507,1997,F,1994,4,SolitaryF,-22.33,4.37,65,54,4,0.058,0.055,0.503
W9601,1997,F,1995,3,SolitaryF,-22.59,4.87,72,54,4,0.058,0.055,0.503
W9605,1997,F,1995,3,SolitaryF,-21.7,6.16,64,57,4,0.058,0.055,0.503
W8811,1998,F,1978,21,SolitaryF,-22.23,6.1,140,64,4,0.06,0.057,0.483
W9507,1998,F,1994,5,SolitaryF,-22.07,4.74,82,59,4,0.06,0.057,0.483
W9806,1998,F,1996,3,SolitaryF,-22.25,4.54,62,54,4,0.06,0.057,0.483
W9806,1999,F,1996,4,SolitaryF,-22.19,4.86,NA,58,4,0.054,0.049,0.44
W9812,1999,F,1997,3,SolitaryF,-22.25,5.34,63,55,6,0.054,0.049,0.44
W9908,1999,F,1998,2,SolitaryF,-22.16,4.46,51,49,6,0.054,0.049,0.44
W9804,2000,F,1997,4,SolitaryF,-22.31,4.3,71,54.5,4,0.038,0.034,0.494
W9814,2000,F,1997,4,SolitaryF,-22.47,4.57,67,54,4,0.038,0.034,0.494
W0010,2001,F,1999,3,SolitaryF,-21.91,4.36,75,51,7,0.036,0.031,0.413
W0120,2001,F,1999,3,SolitaryF,-22.72,4.12,58,52,4,0.036,0.031,0.413
W9913,2001,F,1998,4,SolitaryF,-22.25,4.47,90,57,4,0.036,0.031,0.413
W9914,2001,F,1998,4,SolitaryF,-22.19,4.37,79,56,4,0.036,0.031,0.413
W0010,2002,F,1999,4,SolitaryF,-22.1,4.18,117,57,9,0.04,0.035,0.445
W0015,2002,F,1999,4,SolitaryF,-22.27,4.76,138,NA,9,0.04,0.035,0.445
W0015,2002,F,1999,4,SolitaryF,-22.39,4.79,138,NA,9,0.04,0.035,0.445
W0018,2002,F,1999,4,SolitaryF,-22.23,4.78,88,58,4,0.04,0.035,0.445
W0021,2002,F,1999,4,SolitaryF,-22.56,4.41,117,NA,9,0.04,0.035,0.445
W0021,2002,F,1999,4,SolitaryF,-22.96,4.59,117,NA,9,0.04,0.035,0.445
W0104,2002,F,2000,3,SolitaryF,-22.61,4.51,114,58,9,0.04,0.035,0.445
W0107,2002,F,2000,3,SolitaryF,-22.08,4.47,101,61,9,0.04,0.035,0.445
W0107,2002,F,2000,3,SolitaryF,-22.39,5.1,101,61,9,0.04,0.035,0.445
W0120,2002,F,1999,4,SolitaryF,-22.39,3.7,80,60,5,0.04,0.035,0.445
W0208,2003,F,2001,3,SolitaryF,-22.87,3.92,50,49,4,0.035,0.032,0.597
W0209,2003,F,2001,3,SolitaryF,-22.71,4.45,61,52.5,4,0.035,0.032,0.597
W0217,2003,F,2001,3,SolitaryF,-23.03,4.22,45,46,4,0.035,0.032,0.597
W0229,2003,F,1998,6,SolitaryF,-22.4,4.65,98,60,4,0.035,0.032,0.597
W0323,2003,F,2000,4,SolitaryF,-23.1,5.15,89,58,6,0.035,0.032,0.597
W9403,2003,F,1993,11,SolitaryF,-22.62,4.7,105,61.5,6,0.035,0.032,0.597
W9404,2003,F,1993,11,SolitaryF,-22.66,4.38,105,63,6,0.035,0.032,0.597
W0107,2004,F,2000,5,SolitaryF,-22.64,5.07,79,59,4,0.033,0.03,0.644
W0208,2004,F,2001,4,SolitaryF,-22.61,3.95,65,53,5,0.033,0.03,0.644
W0209,2004,F,2001,4,SolitaryF,-22.96,4.94,71,56,4,0.033,0.03,0.644
W0212,2004,F,2001,4,SolitaryF,-22.9,4.71,72,55,4,0.033,0.03,0.644
W0217,2004,F,2001,4,SolitaryF,-23.66,4.21,53,53,4,0.033,0.03,0.644
W0219,2004,F,2001,4,SolitaryF,-23.27,4.81,78,59,4,0.033,0.03,0.644
W0221,2004,F,2001,4,SolitaryF,-22.77,3.95,76,59,4,0.033,0.03,0.644
W0229,2004,F,1998,7,SolitaryF,-22.53,4.81,92,58,4,0.033,0.03,0.644
W0303,2004,F,2002,3,SolitaryF,-22.94,4.14,49,49,4,0.033,0.03,0.644
W0323,2004,F,2000,5,SolitaryF,-22.57,4.55,94,60,4,0.033,0.03,0.644
W0427,2004,F,2001,4,SolitaryF,-22.95,4.35,67,57,4,0.033,0.03,0.644
W0212,2005,F,2001,5,SolitaryF,-23.04,5.16,93,60,4,0.042,0.039,0.618
W0217,2005,F,2001,5,SolitaryF,-23.24,4.66,NA,NA,13,0.042,0.039,0.618
W0407,2005,F,2003,3,SolitaryF,-22.59,4.85,NA,51,6,0.042,0.039,0.618
W0410,2005,F,2003,3,SolitaryF,-23.14,4.51,54,49.5,4,0.042,0.039,0.618
W0411,2005,F,2003,3,SolitaryF,-23.12,4.92,60,51,4,0.042,0.039,0.618
W0422,2005,F,2003,3,SolitaryF,-22.61,4.63,65,53,4,0.042,0.039,0.618
W0427,2005,F,2001,5,SolitaryF,-22.85,4.64,84,62,7,0.042,0.039,0.618
W0004,2006,F,1994,13,SolitaryF,NA,NA,NA,NA,13,0.043,0.04,0.577
W0010,2006,F,1999,8,SolitaryF,NA,NA,NA,NA,13,0.043,0.04,0.577
W0212,2006,F,2001,6,SolitaryF,-23.28,5.09,81,59,5,0.043,0.04,0.577
W0231,2006,F,1992,15,SolitaryF,NA,NA,NA,NA,13,0.043,0.04,0.577
W0303,2006,F,2002,5,SolitaryF,-22.42,4.67,NA,58,7,0.043,0.04,0.577
W0405,2006,F,2003,4,SolitaryF,-22.72,5.04,72,57.5,6,0.043,0.04,0.577
W0410,2006,F,2003,4,SolitaryF,-23.18,4.71,72,58,4,0.043,0.04,0.577
W0411,2006,F,2003,4,SolitaryF,-23.44,5.11,85,57,4,0.043,0.04,0.577
W0415,2006,F,2003,4,SolitaryF,-22.45,4.39,74,57,5,0.043,0.04,0.577
W0416,2006,F,2003,4,SolitaryF,-22.81,4.52,76,59,4,0.043,0.04,0.577
W0422,2006,F,2003,4,SolitaryF,-22.6,4.67,NA,61,5,0.043,0.04,0.577
W0425,2006,F,2000,7,SolitaryF,NA,NA,NA,NA,13,0.043,0.04,0.577
W0503,2006,F,2004,3,SolitaryF,-22.8,4.74,63,56,4,0.043,0.04,0.577
W0507,2006,F,2004,3,SolitaryF,-22.57,4.83,59,53.5,4,0.043,0.04,0.577
W0624,2006,F,1989,18,SolitaryF,-22.74,4.57,120,65,4,0.043,0.04,0.577
W0626,2006,F,2000,7,SolitaryF,-22.96,4.6,68,57,5,0.043,0.04,0.577
W0209,2007,F,2001,7,SolitaryF,NA,NA,NA,NA,13,0.039,0.035,0.506
W0212,2007,F,2001,7,SolitaryF,NA,NA,NA,NA,13,0.039,0.035,0.506
W0217,2007,F,2001,7,SolitaryF,-22.57,4.77,105,60,8,0.039,0.035,0.506
W0303,2007,F,2002,6,SolitaryF,NA,NA,NA,NA,13,0.039,0.035,0.506
W0410,2007,F,2003,5,SolitaryF,NA,NA,NA,NA,13,0.039,0.035,0.506
W0411,2007,F,2003,5,SolitaryF,-23.02,4.77,77,58,4,0.039,0.035,0.506
W0422,2007,F,2003,5,SolitaryF,-22.53,4.62,83,61,4,0.039,0.035,0.506
W0503,2007,F,2004,4,SolitaryF,-22.54,4.86,70,57,4,0.039,0.035,0.506
W0507,2007,F,2004,4,SolitaryF,-22.56,4.16,63,58,4,0.039,0.035,0.506
W0610,2007,F,2005,3,SolitaryF,-22.46,4.01,28,44,4,0.039,0.035,0.506
W0620,2007,F,2005,3,SolitaryF,-22.7,4.61,NA,57,5,0.039,0.035,0.506
W0624,2007,F,1989,19,SolitaryF,-22.6,4.83,118,65,5,0.039,0.035,0.506
W0626,2007,F,2000,8,SolitaryF,-22.93,4.29,NA,60,6,0.039,0.035,0.506
W0716,2007,F,2001,7,SolitaryF,NA,NA,NA,NA,13,0.039,0.035,0.506
W0720,2007,F,2000,8,SolitaryF,NA,NA,NA,NA,13,0.039,0.035,0.506
W9403,2007,F,1993,15,SolitaryF,NA,NA,NA,NA,13,0.039,0.035,0.506
W9806,2007,F,1996,12,SolitaryF,NA,NA,NA,NA,13,0.039,0.035,0.506
W0004,2008,F,1994,15,SolitaryF,-22.61,4.06,96,63,4,0.027,0.023,0.571
W0010,2008,F,1999,10,SolitaryF,NA,NA,NA,NA,13,0.027,0.023,0.571
W0209,2008,F,2001,8,SolitaryF,NA,NA,NA,NA,13,0.027,0.023,0.571
W0212,2008,F,2001,8,SolitaryF,NA,NA,NA,NA,13,0.027,0.023,0.571
W0303,2008,F,2002,7,SolitaryF,NA,NA,NA,NA,13,0.027,0.023,0.571
W0411,2008,F,2003,6,SolitaryF,-22.94,4.85,90,58,5,0.027,0.023,0.571
W0422,2008,F,2003,6,SolitaryF,-22.55,4.18,82,62,4,0.027,0.023,0.571
W0425,2008,F,2000,9,SolitaryF,-22.68,4.31,105,NA,7,0.027,0.023,0.571
W0503,2008,F,2004,5,SolitaryF,-22.74,4.71,90,63,4,0.027,0.023,0.571
W0504,2008,F,2004,5,SolitaryF,NA,NA,NA,NA,13,0.027,0.023,0.571
W0507,2008,F,2004,5,SolitaryF,-22.31,4.39,96,63,4,0.027,0.023,0.571
W0610,2008,F,2005,4,SolitaryF,-22.72,4.36,45,46,4,0.027,0.023,0.571
W0611,2008,F,2005,4,SolitaryF,-22.91,4.06,46,47,4,0.027,0.023,0.571
W0616,2008,F,2005,4,SolitaryF,-22.77,4.39,77,62,4,0.027,0.023,0.571
W0620,2008,F,2005,4,SolitaryF,-22.54,4.69,77,58,4,0.027,0.023,0.571
W0621,2008,F,2005,4,SolitaryF,-22.37,4.33,78,57,4,0.027,0.023,0.571
W0622,2008,F,2005,4,SolitaryF,-23.1,4.53,78,61,5,0.027,0.023,0.571
W0623,2008,F,2005,4,SolitaryF,-22.63,4.28,69,60,4,0.027,0.023,0.571
W0624,2008,F,1989,20,SolitaryF,NA,NA,NA,NA,13,0.027,0.023,0.571
W0626,2008,F,2000,9,SolitaryF,NA,NA,NA,NA,13,0.027,0.023,0.571
W0703,2008,F,2006,3,SolitaryF,-22.71,4.17,51,52,4,0.027,0.023,0.571
W0716,2008,F,2001,8,SolitaryF,NA,NA,NA,NA,13,0.027,0.023,0.571
W0720,2008,F,2000,9,SolitaryF,NA,NA,NA,NA,13,0.027,0.023,0.571
W0806,2008,F,2007,2,SolitaryF,-22.98,3.71,26,45,4,0.027,0.023,0.571
W0813,2008,F,2007,2,SolitaryF,-23.46,4.13,36,43,4,0.027,0.023,0.571
W0814,2008,F,2007,2,SolitaryF,-23.9,3.67,33,42,4,0.027,0.023,0.571
W0818,2008,F,2007,2,SolitaryF,-22.58,3.34,28,42,4,0.027,0.023,0.571
W0820,2008,F,2007,2,SolitaryF,-22.74,3.66,33,45,4,0.027,0.023,0.571
W0825,2008,F,2007,2,SolitaryF,-23.1,3.85,23,43,4,0.027,0.023,0.571
W0826,2008,F,1997,12,SolitaryF,NA,NA,NA,NA,13,0.027,0.023,0.571
W9101,2008,F,1990,19,SolitaryF,NA,NA,NA,NA,13,0.027,0.023,0.571
W0010,2009,F,1999,11,SolitaryF,NA,NA,NA,NA,13,0.032,0.028,0.607
W0209,2009,F,2001,9,SolitaryF,NA,NA,NA,NA,13,0.032,0.028,0.607
W0219,2009,F,2001,9,SolitaryF,-23.5,4.9,84,63,5,0.032,0.028,0.607
W0231,2009,F,1992,18,SolitaryF,NA,NA,NA,NA,13,0.032,0.028,0.607
W0303,2009,F,2002,8,SolitaryF,NA,NA,NA,NA,13,0.032,0.028,0.607
W0326,2009,F,1993,17,SolitaryF,NA,NA,NA,NA,13,0.032,0.028,0.607
W0425,2009,F,2000,10,SolitaryF,NA,NA,NA,NA,13,0.032,0.028,0.607
W0503,2009,F,2004,6,SolitaryF,NA,NA,NA,NA,13,0.032,0.028,0.607
W0504,2009,F,2004,6,SolitaryF,-22.7,4.22,80,62,4,0.032,0.028,0.607
W0507,2009,F,2004,6,SolitaryF,NA,NA,NA,NA,13,0.032,0.028,0.607
W0605,2009,F,2005,5,SolitaryF,-22.82,4.69,70,58.5,4,0.032,0.028,0.607
W0610,2009,F,2005,5,SolitaryF,-22.66,4.4,47,50,4,0.032,0.028,0.607
W0610,2009,F,2005,5,SolitaryF,-23.01,4.31,47,50,4,0.032,0.028,0.607
W0611,2009,F,2005,5,SolitaryF,-23.02,4.24,48,50.5,4,0.032,0.028,0.607
W0616,2009,F,2005,5,SolitaryF,-22.73,4.5,81,58,4,0.032,0.028,0.607
W0620,2009,F,2005,5,SolitaryF,NA,NA,NA,NA,13,0.032,0.028,0.607
W0621,2009,F,2005,5,SolitaryF,NA,NA,NA,NA,13,0.032,0.028,0.607
W0622,2009,F,2005,5,SolitaryF,-23.23,3.95,98,63,4,0.032,0.028,0.607
W0703,2009,F,2006,4,SolitaryF,-22.73,4.79,59,51,4,0.032,0.028,0.607
W0706,2009,F,2006,4,SolitaryF,-23,4.27,61,56,4,0.032,0.028,0.607
W0713,2009,F,2006,4,SolitaryF,-22.83,4.74,46,50,4,0.032,0.028,0.607
W0806,2009,F,2007,3,SolitaryF,-23.22,3.93,45,47,4,0.032,0.028,0.607
W0820,2009,F,2007,3,SolitaryF,-22.65,4.1,55,51,6,0.032,0.028,0.607
W9615,2009,F,1995,15,SolitaryF,NA,NA,NA,NA,13,0.032,0.028,0.607
W0104,2010,F,2000,11,SolitaryF,NA,NA,NA,NA,13,0.038,0.032,0.409
W0229,2010,F,1998,13,SolitaryF,NA,NA,NA,NA,13,0.038,0.032,0.409
W0237,2010,F,1997,14,SolitaryF,NA,NA,NA,NA,13,0.038,0.032,0.409
W0605,2010,F,2005,6,SolitaryF,-22.58,4.74,73,57,4,0.038,0.032,0.409
W0610,2010,F,2005,6,SolitaryF,-22.34,3.86,51,52,4,0.038,0.032,0.409
W0611,2010,F,2005,6,SolitaryF,-22.28,4.63,55,51,4,0.038,0.032,0.409
W0616,2010,F,2005,6,SolitaryF,NA,NA,NA,NA,13,0.038,0.032,0.409
W0620,2010,F,2005,6,SolitaryF,NA,NA,NA,NA,13,0.038,0.032,0.409
W0621,2010,F,2005,6,SolitaryF,-22.76,4.57,83,60,4,0.038,0.032,0.409
W0622,2010,F,2005,6,SolitaryF,NA,NA,NA,NA,13,0.038,0.032,0.409
W0703,2010,F,2006,5,SolitaryF,-22.86,4.81,74,56,5,0.038,0.032,0.409
W0716,2010,F,2001,10,SolitaryF,NA,NA,NA,NA,13,0.038,0.032,0.409
W0806,2010,F,2007,4,SolitaryF,-22.57,4.59,51,51,4,0.038,0.032,0.409
W0818,2010,F,2007,4,SolitaryF,-22.15,4.03,48,50,4,0.038,0.032,0.409
W0819,2010,F,2007,4,SolitaryF,NA,NA,NA,NA,13,0.038,0.032,0.409
W0820,2010,F,2007,4,SolitaryF,-22.4,4.14,57,53.5,4,0.038,0.032,0.409
W0825,2010,F,2007,4,SolitaryF,NA,NA,NA,NA,13,0.038,0.032,0.409
W1018,2010,F,2003,8,SolitaryF,NA,NA,NA,NA,13,0.038,0.032,0.409
W9403,2010,F,1993,18,SolitaryF,NA,NA,NA,NA,13,0.038,0.032,0.409
W0303,2011,F,2002,10,SolitaryF,NA,NA,NA,NA,13,0.042,0.037,0.544
W0425,2011,F,2000,12,SolitaryF,NA,NA,NA,NA,13,0.042,0.037,0.544
W0517,2011,F,2001,11,SolitaryF,NA,NA,NA,NA,13,0.042,0.037,0.544
W0605,2011,F,2005,7,SolitaryF,-22.9,4.48,67,57,5,0.042,0.037,0.544
W0610,2011,F,2005,7,SolitaryF,-22.69,4.81,61.5,52,5,0.042,0.037,0.544
W0611,2011,F,2005,7,SolitaryF,-22.68,4.47,81.9,56,5,0.042,0.037,0.544
W0623,2011,F,2005,7,SolitaryF,NA,NA,NA,NA,13,0.042,0.037,0.544
W0720,2011,F,2000,12,SolitaryF,NA,NA,NA,NA,13,0.042,0.037,0.544
W0806,2011,F,2007,5,SolitaryF,-22.73,4.49,67,54,4,0.042,0.037,0.544
W0818,2011,F,2007,5,SolitaryF,-22.61,4.3,54.5,53,4,0.042,0.037,0.544
W0820,2011,F,2007,5,SolitaryF,-22.91,4.26,62,55,4,0.042,0.037,0.544
W0825,2011,F,2007,5,SolitaryF,-23.21,4.11,49.5,51,4,0.042,0.037,0.544
W0826,2011,F,1997,15,SolitaryF,NA,NA,NA,NA,13,0.042,0.037,0.544
W0904,2011,F,2008,4,SolitaryF,-22.76,4.99,63,52,4,0.042,0.037,0.544
W9403,2011,F,1993,19,SolitaryF,-22.67,5.02,NA,62,5,0.042,0.037,0.544
W9814,2011,F,1997,15,SolitaryF,-22.65,5.55,86,62,5,0.042,0.037,0.544
W0517,2012,F,2001,12,SolitaryF,NA,NA,NA,NA,13,0.046,0.043,0.587
W0610,2012,F,2005,8,SolitaryF,-23.06,4.49,75,54,4,0.046,0.043,0.587
W0611,2012,F,2005,8,SolitaryF,-22.57,5.51,79,54,4,0.046,0.043,0.587
W0620,2012,F,2005,8,SolitaryF,-23.13,4.89,86,62,5,0.046,0.043,0.587
W0623,2012,F,2005,8,SolitaryF,NA,NA,NA,NA,13,0.046,0.043,0.587
W0713,2012,F,2006,7,SolitaryF,-22.94,5.17,77,58,5,0.046,0.043,0.587
W0716,2012,F,2001,12,SolitaryF,NA,NA,NA,NA,13,0.046,0.043,0.587
W0720,2012,F,2000,13,SolitaryF,NA,NA,NA,NA,13,0.046,0.043,0.587
W0806,2012,F,2007,6,SolitaryF,-22.86,5.09,77,57,5,0.046,0.043,0.587
W0818,2012,F,2007,6,SolitaryF,-22.72,4.31,69,57,4,0.046,0.043,0.587
W0820,2012,F,2007,6,SolitaryF,NA,NA,NA,NA,13,0.046,0.043,0.587
W0825,2012,F,2007,6,SolitaryF,-23.45,4.55,58,53,4,0.046,0.043,0.587
W0904,2012,F,2008,5,SolitaryF,NA,NA,NA,NA,13,0.046,0.043,0.587
W1011,2012,F,2009,4,SolitaryF,-22.81,5.02,55.5,53,5,0.046,0.043,0.587
W1017,2012,F,2009,4,SolitaryF,-22.97,4.73,64,55,4,0.046,0.043,0.587
W1203,2012,F,2008,5,SolitaryF,-22.79,4.42,69,57,5,0.046,0.043,0.587
W9814,2012,F,1997,16,SolitaryF,NA,NA,NA,NA,13,0.046,0.043,0.587
W0303,2013,F,2002,12,SolitaryF,NA,NA,NA,NA,13,0.032,0.029,0.672
W0425,2013,F,2000,14,SolitaryF,NA,NA,NA,NA,13,0.032,0.029,0.672
W0610,2013,F,2005,9,SolitaryF,NA,NA,NA,NA,13,0.032,0.029,0.672
W0611,2013,F,2005,9,SolitaryF,NA,NA,NA,NA,13,0.032,0.029,0.672
W0713,2013,F,2006,8,SolitaryF,NA,NA,NA,NA,13,0.032,0.029,0.672
W0806,2013,F,2007,7,SolitaryF,NA,NA,NA,NA,13,0.032,0.029,0.672
